,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1435,FDS32,OUT019,276.6399
1436,FDX02,OUT049,3223.0712200000003
1437,FDT39,OUT027,5415.15114
1438,FDE35,OUT017,697.6252400000001
1439,NCI42,OUT019,441.7583000000001
1440,DRL23,OUT046,1303.7695600000002
1441,FDA10,OUT046,2926.5239
1442,FDA11,OUT013,1560.3022999999998
1443,NCM06,OUT046,2792.9644199999993
1444,NCT05,OUT035,4154.12594
1445,NCQ02,OUT010,566.2629000000001
1446,NCY06,OUT049,2346.0128799999993
1447,FDY56,OUT035,4922.392559999999
1448,FDL02,OUT035,2206.19488
1449,NCI06,OUT035,2833.2453199999995
1450,FDQ14,OUT045,2284.1600600000006
1451,FDQ12,OUT017,4057.3186199999996
1452,FDP36,OUT046,999.0994800000001
1453,FDK21,OUT027,6818.058320000001
1454,FDO40,OUT045,2555.80646
1455,NCK54,OUT019,289.75616
1456,FDY09,OUT018,1980.1557800000003
1457,NCW30,OUT049,3882.6127
1458,NCC55,OUT027,900.6276600000001
1459,FDE58,OUT018,1266.81766
1460,FDR39,OUT013,3830.0145
1461,FDU28,OUT049,3588.92832
1462,FDH08,OUT017,3198.8360999999995
1463,FDG35,OUT045,2785.2411399999996
1464,FDG22,OUT049,519.72348
1465,FDC34,OUT035,3317.74798
1466,FDP15,OUT018,4153.12724
1467,FDK34,OUT010,505.60852000000006
1468,FDU45,OUT035,2490.5580600000003
1469,FDQ04,OUT027,830.3857599999999
1470,FDX22,OUT018,3011.9460400000003
1471,FDB45,OUT017,1379.00496
1472,NCH43,OUT027,4728.24528
1473,DRE60,OUT046,5455.5652
1474,FDD17,OUT027,6064.772199999999
1475,NCM54,OUT017,1762.1062800000004
1476,NCH55,OUT013,1905.2532799999997
1477,NCT06,OUT017,1759.9091400000002
1478,FDA48,OUT027,4519.58356
1479,FDY58,OUT027,6902.548339999999
1480,FDO25,OUT045,4077.15946
1481,FDN50,OUT045,1948.7300200000002
1482,FDH35,OUT035,2306.3311999999996
1483,FDK09,OUT045,4074.29652
1484,FDO16,OUT013,2315.9853000000003
1485,FDW11,OUT045,1282.59712
1486,FDU47,OUT027,4082.4192800000005
1487,NCQ42,OUT010,260.19463999999994
1488,FDK55,OUT027,2789.7685800000004
1489,FDN08,OUT049,1274.40778
1490,FDT57,OUT045,4370.977000000001
1491,FDJ12,OUT018,2725.38572
1492,DRL59,OUT017,750.09028
1493,NCN53,OUT046,866.9381800000001
1494,FDO51,OUT010,73.97038
1495,FDK56,OUT017,3133.5877
1496,FDY12,OUT035,1002.4284799999999
1497,FDU15,OUT035,814.9392
1498,FDQ19,OUT046,2094.07416
1499,DRF15,OUT045,2059.78546
1500,DRE25,OUT019,230.69969999999998
1501,FDK57,OUT018,2274.4393800000003
1502,FDD33,OUT010,710.60834
1503,FDR34,OUT027,5873.3547
1504,FDU04,OUT045,2163.25078
1505,FDE35,OUT019,120.11032
1506,NCD31,OUT035,3145.5721000000003
1507,FDJ56,OUT035,1999.7968799999999
1508,NCU53,OUT046,2245.01102
1509,FDD39,OUT035,3936.9419800000005
1510,NCU17,OUT019,195.21256
1511,FDJ20,OUT046,1559.7030799999998
1512,NCW41,OUT018,1805.7161800000001
1513,FDL52,OUT035,763.3397000000001
1514,FDS39,OUT035,2738.50198
1515,DRJ47,OUT045,3050.49586
1516,FDP13,OUT010,51.20002000000001
1517,DRK39,OUT010,287.22612
1518,FDF28,OUT010,272.44536
1519,FDB09,OUT045,1568.89112
1520,FDM51,OUT046,1419.8184999999999
1521,DRM49,OUT018,436.76480000000004
1522,DRF23,OUT013,3055.5559399999997
1523,DRH01,OUT035,3204.2956599999998
1524,FDH12,OUT027,2589.69568
1525,FDA28,OUT019,223.84196000000003
1526,FDW37,OUT018,1339.4564400000004
1527,FDF02,OUT046,1685.8056000000001
1528,DRL37,OUT046,573.38696
1529,NCF43,OUT046,1664.89948
1530,FDH08,OUT010,436.36532
1531,FDR34,OUT019,553.01348
1532,NCK19,OUT049,2395.6149800000003
1533,NCD55,OUT018,309.19752000000005
1534,FDT27,OUT049,3761.3705200000004
1535,FDQ57,OUT045,2500.54506
1536,FDA47,OUT035,3053.75828
1537,DRG15,OUT027,1934.0824199999995
1538,FDE05,OUT018,2089.41356
1539,FDN46,OUT046,1739.6022400000002
1540,FDX27,OUT027,3042.9723200000003
1541,FDT51,OUT045,1859.1133399999999
1542,FDU33,OUT013,554.74456
1543,FDJ16,OUT027,1673.6214599999998
1544,FDD20,OUT019,251.93871999999996
1545,FDT36,OUT049,525.6491
1546,DRF15,OUT027,2915.8711
1547,FDN52,OUT010,195.54546
1548,FDC22,OUT027,5455.49862
1549,FDX15,OUT045,3060.74918
1550,FDT13,OUT013,3298.8392599999993
1551,FDU04,OUT017,2105.72566
1552,FDU31,OUT019,361.26308000000006
1553,FDW59,OUT027,2069.7724600000006
1554,NCO29,OUT046,2482.96794
1555,FDL15,OUT035,2921.79672
1556,FDI41,OUT049,2360.39416
1557,FDQ48,OUT049,1986.1479800000002
1558,DRI39,OUT013,767.3344999999998
1559,FDI08,OUT013,4294.0771
1560,FDC21,OUT049,1761.7733799999999
1561,FDF58,OUT035,1359.69676
1562,FDS08,OUT010,338.09324000000004
1563,FDE47,OUT045,1877.6225799999997
1564,NCP18,OUT019,227.3707
1565,NCR41,OUT013,1329.40286
1566,FDA27,OUT013,3492.72022
1567,FDA43,OUT035,2787.7046
1568,FDA49,OUT045,1483.93504
1569,NCE55,OUT018,2757.54386
1570,DRM49,OUT027,954.8903600000001
1571,FDF22,OUT027,5189.578100000001
1572,FDQ15,OUT018,1392.7870200000002
1573,NCS54,OUT017,3114.74556
1574,NCY05,OUT013,688.3706199999999
1575,FDR45,OUT046,3854.782259999999
1576,FDK57,OUT049,1763.3047199999996
1577,FDF41,OUT010,610.4054400000001
1578,FDV21,OUT046,2366.5860999999995
1579,FDD51,OUT046,507.80566
1580,FDF33,OUT046,1886.34456
1581,FDA38,OUT046,3929.75134
1582,FDR56,OUT045,3464.8232000000003
1583,NCN41,OUT017,2571.6525
1584,FDC60,OUT027,2610.53522
1585,FDB47,OUT045,3435.59458
1586,DRH01,OUT013,3087.44776
1587,FDW08,OUT046,1512.6976
1588,FDF38,OUT027,1085.7866399999998
1589,FDY32,OUT017,2189.21698
1590,FDG34,OUT049,1543.3909800000001
1591,FDG47,OUT019,340.5567
1592,NCF18,OUT035,3444.5828799999995
1593,FDL39,OUT019,535.83584
1594,NCH55,OUT035,2456.53568
1595,DRJ35,OUT049,725.722
1596,FDS44,OUT035,4204.72674
1597,DRE01,OUT018,4550.077200000001
1598,FDY39,OUT013,2511.66392
1599,FDY32,OUT018,2034.4850599999997
1600,FDR33,OUT027,3246.04132
1601,NCP50,OUT049,826.79044
1602,FDZ47,OUT018,1228.26784
1603,FDU57,OUT049,2403.93748
1604,FDY44,OUT013,2464.3255400000003
1605,DRH59,OUT018,628.1823
1606,FDB03,OUT027,7443.37768
1607,FDY46,OUT045,2972.7304200000003
1608,FDM39,OUT045,3696.8545
1609,FDY36,OUT035,1324.6091000000001
1610,NCM55,OUT035,3939.938080000001
1611,FDJ50,OUT010,249.87474000000003
1612,DRL60,OUT013,2519.85326
1613,NCJ54,OUT049,3794.12788
1614,FDX59,OUT017,424.04802
1615,FDI07,OUT013,3748.7203200000004
1616,DRF51,OUT010,78.96388
1617,FDM14,OUT017,1580.3428800000002
1618,FDP21,OUT045,4020.766200000001
1619,FDE40,OUT035,1164.88368
1620,FDE05,OUT035,2296.4107799999997
1621,FDM13,OUT027,3263.68502
1622,FDC34,OUT027,3990.472299999999
1623,NCI55,OUT018,2311.9905000000003
1624,NCE43,OUT018,2279.89894
1625,FDW58,OUT018,1373.6119800000001
1626,FDG60,OUT045,3337.9883
1627,FDV31,OUT017,2114.2479
1628,FDR47,OUT013,2792.89784
1629,FDM60,OUT019,68.44424000000001
1630,NCF06,OUT018,3417.5514000000003
1631,NCN26,OUT027,1903.1893000000005
1632,FDQ59,OUT049,1578.2789
1633,FDF09,OUT046,818.53452
1634,NCS06,OUT017,4897.0255799999995
1635,FDT44,OUT046,1554.37668
1636,FDI19,OUT017,4307.925740000001
1637,FDT22,OUT017,826.12464
1638,NCF54,OUT027,4724.78312
1639,DRG25,OUT045,4506.667040000001
1640,FDB59,OUT017,2714.1337
1641,FDQ37,OUT017,2837.10696
1642,FDP56,OUT035,905.8208999999999
1643,FDW44,OUT035,1905.9190799999997
1644,FDJ26,OUT010,474.78198000000003
1645,FDU43,OUT018,3497.84688
1646,FDW33,OUT045,1548.3179000000002
1647,NCX53,OUT027,2957.1507
1648,FDN56,OUT010,476.3799
1649,DRF15,OUT049,3345.9779000000003
1650,FDO33,OUT017,1617.2282
1651,FDZ39,OUT010,201.00502
1652,NCJ19,OUT017,1132.39264
1653,FDU01,OUT035,3339.85254
1654,FDT12,OUT035,4466.91878
1655,NCM18,OUT018,761.8083600000001
1656,FDP19,OUT017,4056.1867600000005
1657,NCR42,OUT049,459.40199999999993
1658,FDN10,OUT046,1986.3477200000002
1659,FDG44,OUT017,960.34992
1660,FDQ10,OUT046,3618.75616
1661,DRH13,OUT049,1069.0750600000001
1662,FDT52,OUT013,4785.637240000001
1663,FDM56,OUT045,1635.0716400000001
1664,NCO43,OUT010,141.74881999999997
1665,NCV29,OUT035,3941.0033599999997
1666,NCF06,OUT013,5704.840719999999
1667,FDO50,OUT035,1519.82166
1668,FDT59,OUT013,3497.9134600000007
1669,FDX40,OUT027,780.38418
1670,FDE50,OUT017,3942.8010200000003
1671,FDX51,OUT017,2954.2211800000005
1672,NCD30,OUT018,1761.1075799999999
1673,FDK15,OUT013,1558.9041200000001
1674,FDL12,OUT045,1115.14842
1675,FDK46,OUT017,4334.158259999999
1676,DRH49,OUT010,150.07132
1677,FDQ57,OUT046,2532.503460000001
1678,FDY59,OUT017,1182.1279
1679,FDO09,OUT018,4550.676420000001
1680,NCG30,OUT035,1139.78302
1681,FDM09,OUT017,2418.31876
1682,NCN17,OUT027,2579.04288
1683,NCS42,OUT013,1698.3892200000003
1684,FDD02,OUT019,248.47656000000006
1685,FDE34,OUT013,2956.55148
1686,FDU38,OUT045,3240.24886
1687,FDB33,OUT046,2592.4254599999995
1688,NCJ29,OUT017,752.15426
1689,FDZ27,OUT035,843.1025400000001
1690,FDI40,OUT013,1548.7839600000002
1691,FDG22,OUT013,582.17552
1692,FDT51,OUT017,1554.1103600000001
1693,FDF20,OUT018,3294.31182
1694,FDV50,OUT035,1560.7683600000003
1695,FDT02,OUT049,652.2842600000001
1696,DRC49,OUT017,2137.01826
1697,FDF26,OUT049,2138.01696
1698,FDV52,OUT035,2349.40846
1699,FDX59,OUT049,544.89072
1700,FDV25,OUT035,4067.1724599999993
1701,FDW23,OUT027,770.9964
1702,FDE53,OUT018,1353.5713999999998
1703,FDA19,OUT017,2418.71824
1704,FDH22,OUT046,2077.36258
1705,NCO41,OUT013,1531.47316
1706,FDX12,OUT017,4515.1227
1707,FDF17,OUT013,2866.73506
1708,FDS11,OUT045,4423.841519999999
1709,FDR51,OUT035,2592.2257200000004
1710,FDT49,OUT010,189.0872
1711,FDC56,OUT013,2336.35878
1712,FDR13,OUT027,3209.6220599999997
1713,FDQ60,OUT035,2124.70096
1714,FDN38,OUT049,4205.325959999999
1715,NCL29,OUT013,2669.05904
1716,FDO13,OUT027,4822.98862
1717,FDE26,OUT018,2328.3026
1718,FDA31,OUT010,535.0368800000001
1719,FDX14,OUT035,1728.4168000000002
1720,FDA34,OUT045,3428.80342
1721,FDF26,OUT013,2553.94222
1722,FDE38,OUT045,2454.9377600000003
1723,DRI11,OUT046,2032.42108
1724,FDQ60,OUT027,3014.80898
1725,FDL21,OUT027,943.4386000000001
1726,DRC12,OUT027,6681.5693200000005
1727,FDC47,OUT046,2978.2565599999994
1728,FDE57,OUT045,2416.58768
1729,FDT14,OUT045,2450.74322
1730,NCZ53,OUT046,3377.2704999999996
1731,FDE28,OUT018,4260.4542
1732,FDR19,OUT035,2858.2128199999997
1733,NCF54,OUT019,313.05916
1734,FDZ08,OUT046,1653.71404
1735,NCJ05,OUT018,2036.28272
1736,FDF59,OUT046,2225.50308
1737,NCO05,OUT035,1943.8696800000002
1738,FDW24,OUT018,616.3976399999999
1739,NCX42,OUT018,2981.3858199999995
1740,NCA53,OUT035,567.3947599999999
1741,FDI45,OUT019,454.60824
1742,FDG46,OUT046,2596.5534199999997
1743,FDM20,OUT010,531.0420799999999
1744,FDW11,OUT010,155.39772
1745,FDX08,OUT035,2495.68472
1746,NCK17,OUT035,663.20338
1747,FDK32,OUT018,2594.88892
1748,NCA42,OUT035,2971.39882
1749,DRI01,OUT035,3307.2949199999994
1750,NCL55,OUT049,4151.46274
1751,DRE25,OUT018,1213.8865600000001
1752,FDD14,OUT017,2107.05726
1753,FDB10,OUT046,4221.704640000001
1754,DRN11,OUT035,2689.8985799999996
1755,FDP38,OUT018,613.26838
1756,NCA30,OUT017,3049.16426
1757,FDT15,OUT017,3667.6924599999998
1758,NCP55,OUT018,655.87958
1759,FDF12,OUT035,2266.44978
1760,FDM21,OUT018,4133.9522
1761,FDX56,OUT035,3632.6713800000007
1762,FDF10,OUT017,2374.9085999999998
1763,FDT32,OUT045,3045.8352600000003
1764,FDM51,OUT018,1354.9030000000002
1765,NCR50,OUT018,1973.7641000000003
1766,FDI19,OUT049,3117.1424400000005
1767,FDX21,OUT017,1495.98602
1768,FDR31,OUT035,2497.54896
1769,FDY02,OUT013,2951.6911400000004
1770,NCA29,OUT045,3959.9786599999998
1771,NCX17,OUT046,4101.461160000001
1772,FDM12,OUT045,2035.0176999999999
1773,FDI53,OUT027,3363.555019999999
1774,NCU30,OUT049,2309.1941399999996
1775,FDC56,OUT027,4159.851819999999
1776,FDK27,OUT018,1602.38086
1777,NCK18,OUT017,3620.08776
1778,FDB52,OUT019,439.29484
1779,DRG25,OUT027,5571.61414
1780,FDZ13,OUT049,644.0283400000001
1781,FDB57,OUT019,416.92395999999997
1782,FDR40,OUT046,2021.9014400000003
1783,NCO14,OUT019,91.5475
1784,NCN19,OUT045,2909.01336
1785,FDQ28,OUT019,266.32
1786,FDO13,OUT018,2114.98028
1787,FDK48,OUT013,1404.03904
1788,FDU07,OUT018,2729.0476200000003
1789,FDW20,OUT046,2461.9952399999997
1790,FDV12,OUT010,210.45938
1791,FDH24,OUT013,2783.7097999999996
1792,FDV59,OUT049,4371.176740000001
1793,FDK57,OUT045,2323.90832
1794,FDL16,OUT027,871.8651
1795,NCQ17,OUT046,2319.11456
1796,FDJ15,OUT018,2783.8429600000004
1797,FDX24,OUT049,1347.5792
1798,FDT47,OUT046,1968.7706000000003
1799,FDT10,OUT049,826.52412
1800,FDZ37,OUT018,1491.5917400000003
1801,FDW43,OUT027,6059.712119999999
1802,DRN36,OUT017,1321.21352
1803,FDJ14,OUT045,1129.8626
1804,FDA32,OUT013,2964.6742400000003
1805,FDJ38,OUT019,738.9714199999999
1806,FDQ57,OUT017,2292.8154600000003
1807,NCQ41,OUT019,632.1105200000001
1808,FDG56,OUT049,789.43906
1809,DRC13,OUT027,3702.7801200000004
1810,FDV55,OUT035,2346.2792
1811,FDQ49,OUT045,2794.2294399999996
1812,FDE29,OUT010,186.15768000000003
1813,FDR03,OUT013,3331.19714
1814,FDD45,OUT049,1463.29524
1815,FDN38,OUT010,549.68448
1816,FDT56,OUT046,684.9750399999999
1817,FDT48,OUT045,3395.9794799999995
1818,FDU03,OUT049,3785.93854
1819,FDC56,OUT010,236.35899999999998
1820,NCO43,OUT027,3237.5856599999997
1821,FDQ27,OUT017,1751.6532199999997
1822,FDR03,OUT046,3010.28154
1823,DRH23,OUT010,229.90074000000004
1824,FDG22,OUT045,500.61502
1825,NCJ42,OUT013,1593.8586199999997
1826,FDR24,OUT046,1241.31752
1827,FDW60,OUT035,3232.92506
1828,FDJ08,OUT013,3302.7009
1829,DRL59,OUT018,877.32466
1830,FDG60,OUT010,462.99732000000006
1831,FDW27,OUT017,1966.3737200000003
1832,FDX14,OUT018,1380.40314
1833,FDC20,OUT013,670.9266600000001
1834,NCS29,OUT018,3065.4763600000006
1835,FDJ56,OUT046,2191.08122
1836,FDB20,OUT019,240.88644
1837,FDL28,OUT027,6884.172259999999
1838,FDW01,OUT018,2301.4042799999997
1839,FDL03,OUT046,2627.37996
1840,FDX22,OUT049,4815.86456
1841,FDJ21,OUT035,2628.84472
1842,FDR31,OUT045,2237.22116
1843,FDG21,OUT035,3242.9120599999997
1844,FDS22,OUT027,1196.7754999999997
1845,FDK08,OUT035,1193.4465
1846,FDE17,OUT018,2262.25524
1847,NCN30,OUT017,1100.9002999999998
1848,FDT50,OUT046,1420.61746
1849,NCX42,OUT049,2488.29434
1850,FDJ12,OUT035,3992.2033800000004
1851,NCA18,OUT027,3132.5890000000004
1852,FDP23,OUT019,652.75032
1853,FDX12,OUT013,3575.9452200000005
1854,FDN40,OUT018,2701.6166600000006
1855,FDV48,OUT035,1289.3217
1856,NCY54,OUT013,2448.3463400000005
1857,FDL16,OUT010,81.76023999999998
1858,FDR45,OUT018,2709.93916
1859,FDJ52,OUT046,2053.6601
1860,DRG01,OUT017,1395.78312
1861,FDP52,OUT013,4202.9956600000005
1862,FDU58,OUT017,3354.89962
1863,FDL02,OUT045,1615.4305399999998
1864,FDG28,OUT013,3994.7334199999996
1865,FDA19,OUT035,2201.4676999999997
1866,FDW46,OUT027,2161.5197
1867,NCD43,OUT049,1837.5414200000002
1868,DRG39,OUT013,975.79648
1869,NCF55,OUT049,512.0667799999999
1870,FDJ07,OUT046,2547.81686
1871,FDE08,OUT046,2690.4978
1872,FDP56,OUT019,136.55558000000002
1873,FDT45,OUT045,818.8008399999999
1874,FDF17,OUT018,2741.8309799999997
1875,FDX44,OUT046,1185.0574199999999
1876,FDM28,OUT027,4823.254940000001
1877,FDI36,OUT049,3042.1733600000002
1878,FDS07,OUT045,1723.8893600000004
1879,FDD36,OUT045,1994.5370599999999
1880,FDW11,OUT046,883.1171200000001
1881,FDN40,OUT049,1881.8171200000002
1882,NCQ18,OUT049,1476.7444
1883,NCQ54,OUT017,3609.16864
1884,NCS42,OUT045,1417.8211
1885,DRH39,OUT010,163.05442
1886,FDC09,OUT027,2923.5943799999995
1887,FDT08,OUT010,275.04198
1888,FDC08,OUT035,4327.0342
1889,FDT20,OUT017,596.5568000000001
1890,FDS35,OUT035,1156.02854
1891,FDX58,OUT018,3227.3323400000004
1892,FDW58,OUT046,1333.7305600000002
1893,DRD27,OUT046,1700.4532
1894,FDH32,OUT019,162.25545999999997
1895,FDS26,OUT035,5477.07054
1896,FDQ31,OUT046,1385.79612
1897,FDP11,OUT018,3061.08208
1898,FDD58,OUT017,1696.19208
1899,FDM33,OUT045,3808.24284
1900,FDZ16,OUT049,3220.4746
1901,NCS29,OUT010,494.35650000000004
1902,NCM18,OUT019,211.19176000000002
1903,FDP11,OUT049,3496.24896
1904,NCC42,OUT017,2357.5312200000003
1905,DRM23,OUT046,2316.11846
1906,NCN55,OUT027,3942.73444
1907,FDK46,OUT013,4481.69954
1908,FDR01,OUT046,2472.2485600000005
1909,NCA05,OUT045,1977.8920600000001
1910,NCP43,OUT017,3664.0971400000003
1911,FDR12,OUT010,465.86026000000004
1912,FDQ01,OUT013,4111.581319999999
1913,FDM13,OUT046,1760.3086200000002
1914,FDQ19,OUT017,3225.3349399999997
1915,FDK56,OUT019,536.16874
1916,NCX06,OUT010,504.47666
1917,FDO56,OUT027,3084.6514
1918,FDU45,OUT045,2130.8929
1919,FDI16,OUT019,168.38082000000003
1920,FDL32,OUT046,1164.8836800000001
1921,FDA07,OUT046,2401.74034
1922,FDA14,OUT045,1828.55312
1923,FDV46,OUT027,3268.61194
1924,NCO07,OUT035,4447.61058
1925,NCP41,OUT046,1355.1693200000002
1926,FDY60,OUT018,1799.9903000000002
1927,FDN38,OUT017,4036.5456600000007
1928,FDO15,OUT046,1217.88136
1929,FDT60,OUT013,2530.83896
1930,FDA55,OUT035,5380.59612
1931,FDE02,OUT010,196.94364000000002
1932,DRJ39,OUT049,3218.67694
1933,FDV34,OUT035,1224.20646
1934,FDS20,OUT027,4961.9410800000005
1935,FDF02,OUT027,3032.51926
1936,FDW40,OUT017,1678.28206
1937,NCB43,OUT046,2594.0233799999996
1938,FDR58,OUT017,1026.59702
1939,DRJ59,OUT035,626.3180600000001
1940,NCD30,OUT017,1435.4648000000002
1941,FDE14,OUT017,2056.6562
1942,FDC28,OUT018,1210.15808
1943,FDU16,OUT018,1197.7742
1944,NCD19,OUT035,1005.8240600000001
1945,FDU21,OUT046,576.5827999999999
1946,FDV59,OUT027,4927.252900000001
1947,FDU03,OUT045,3421.2798799999996
1948,FDC33,OUT010,611.33756
1949,NCR42,OUT035,389.16009999999994
1950,DRH59,OUT035,1296.11286
1951,NCM31,OUT035,1819.9643
1952,FDS50,OUT035,3075.86284
1953,FDP39,OUT046,769.46506
1954,FDQ55,OUT013,2526.7110000000002
1955,FDV36,OUT019,306.53432
1956,FDI05,OUT027,1796.4615600000002
1957,FDS45,OUT027,2234.62454
1958,FDA39,OUT045,671.59246
1959,FDC37,OUT010,264.85524
1960,FDJ60,OUT027,4581.1700599999995
1961,DRQ35,OUT046,1648.5208000000002
1962,NCJ06,OUT046,1555.70828
1963,NCY42,OUT018,2004.5906399999997
1964,DRM37,OUT049,3992.7360199999994
1965,FDR14,OUT045,698.6905199999999
1966,FDE51,OUT049,623.5882799999999
1967,FDT33,OUT017,2542.9565199999997
1968,FDR08,OUT013,1354.03746
1969,FDE36,OUT010,242.01829999999995
1970,FDL22,OUT019,192.14988
1971,FDR44,OUT013,1929.8878800000002
1972,FDI56,OUT019,223.10958
1973,FDE47,OUT010,277.57201999999995
1974,FDV27,OUT010,255.06797999999998
1975,FDV10,OUT049,734.1776600000001
1976,FDC40,OUT045,1417.6213599999999
1977,NCX41,OUT013,3503.37302
1978,NCQ38,OUT027,2789.4356800000005
1979,FDV12,OUT027,3001.5595600000006
1980,FDE52,OUT017,1535.26822
1981,FDG20,OUT027,4296.80688
1982,FDV16,OUT027,805.68458
1983,FDI32,OUT017,2736.4379999999996
1984,FDJ32,OUT049,751.55504
1985,FDN39,OUT018,2361.12654
1986,FDY34,OUT017,2876.9883800000002
1987,FDC14,OUT035,557.74066
1988,FDA55,OUT017,5516.885380000001
1989,FDZ50,OUT010,576.64938
1990,DRG13,OUT049,2071.6367
1991,FDP01,OUT013,2237.35432
1992,NCG54,OUT017,2604.0103799999997
1993,FDM13,OUT045,1891.3380599999996
1994,NCO18,OUT027,3974.55968
1995,NCW41,OUT013,3289.3183200000008
1996,FDM52,OUT027,3848.4571600000004
1997,NCF55,OUT035,716.0013200000001
1998,FDT09,OUT046,2092.5428199999997
1999,NCM19,OUT035,1785.1429600000004
2000,FDW12,OUT018,1415.2244800000003
2001,FDP15,OUT019,589.9653800000001
2002,FDK36,OUT045,927.19308
2003,FDZ25,OUT035,3366.35138
2004,NCW06,OUT049,3029.5231599999997
2005,FDW60,OUT046,2738.63514
2006,DRC49,OUT013,2330.3
2007,NCT17,OUT035,3388.52252
2008,NCN06,OUT018,2322.37698
2009,FDC45,OUT013,2548.6824
2010,DRJ47,OUT019,433.1694799999999
2011,NCF06,OUT045,4361.38948
2012,FDE21,OUT010,265.85394
2013,DRG27,OUT013,774.45856
2014,FDW40,OUT049,2611.6004999999996
2015,NCO53,OUT046,3306.6956999999993
2016,FDE23,OUT049,617.8623999999999
2017,FDQ16,OUT046,1911.24548
2018,FDS26,OUT045,4436.42514
2019,FDZ13,OUT010,97.20679999999999
2020,FDS14,OUT049,1821.42906
2021,FDC10,OUT045,1249.50686
2022,FDY16,OUT049,3057.15386
2023,FDJ20,OUT035,1267.6832
2024,FDV43,OUT035,776.8554399999999
2025,FDZ32,OUT027,2166.97926
2026,FDR23,OUT046,2049.86504
2027,FDN24,OUT035,847.62998
2028,FDE34,OUT027,5900.78566
2029,FDU31,OUT013,3187.8504000000003
2030,FDW33,OUT018,1359.6301799999999
2031,FDU26,OUT046,1936.8121999999998
2032,FDE20,OUT027,4922.72546
2033,NCW05,OUT035,2270.5111599999996
2034,FDB22,OUT018,2761.0726000000004
2035,FDO56,OUT046,1626.61598
2036,FDA19,OUT027,4440.087039999999
2037,DRI39,OUT045,920.0690199999999
2038,FDH52,OUT018,802.4221600000001
2039,FDZ50,OUT035,3756.1106999999997
2040,NCN42,OUT035,3001.49298
2041,FDB53,OUT013,2720.1259
2042,DRG11,OUT017,1649.5860800000003
2043,DRK11,OUT027,4383.760359999999
2044,FDQ60,OUT017,2079.9592000000002
2045,FDT36,OUT017,493.29122000000007
2046,DRG25,OUT018,3278.66552
2047,DRJ23,OUT046,3340.11886
2048,FDG05,OUT035,2875.05756
2049,NCK06,OUT018,1378.73864
2050,FDU52,OUT017,2211.4547000000007
2051,FDW07,OUT018,1392.7870200000002
2052,NCM17,OUT045,663.3365399999999
2053,FDA22,OUT045,3907.51362
2054,NCA41,OUT018,2129.02866
2055,FDF38,OUT035,546.6218
2056,FDH52,OUT046,946.3681200000001
2057,FDY58,OUT019,592.0959399999999
2058,FDZ16,OUT045,4035.28064
2059,NCM18,OUT017,942.83938
2060,FDA22,OUT018,2993.90286
2061,NCJ43,OUT035,2137.0848400000004
2062,FDI34,OUT027,8392.27584
2063,FDG56,OUT046,1024.93252
2064,FDS34,OUT046,1743.53046
2065,DRC01,OUT035,958.9517400000001
2066,FDQ04,OUT035,755.54984
2067,FDK04,OUT035,835.4458400000001
2068,FDT51,OUT049,1549.84924
2069,FDV26,OUT017,3111.41656
2070,FDS04,OUT049,2226.9012599999996
2071,FDW43,OUT018,3112.54842
2072,FDQ28,OUT010,261.25991999999997
2073,NCK06,OUT017,2076.03098
2074,FDS23,OUT018,2744.22786
2075,FDZ36,OUT019,583.64028
2076,FDE56,OUT018,826.1912199999999
2077,FDW10,OUT027,5916.2988
2078,NCN14,OUT045,2070.57142
2079,NCQ18,OUT045,1596.3886599999998
2080,FDW08,OUT017,1468.6216399999998
2081,FDU43,OUT035,3793.928140000001
2082,FDR33,OUT010,206.73090000000002
2083,FDM24,OUT010,338.42614000000003
2084,NCZ05,OUT046,1197.1084
2085,NCV41,OUT035,1939.07592
2086,FDV11,OUT018,2072.9683000000005
2087,NCY05,OUT035,787.3085
2088,FDV44,OUT018,2122.96988
2089,FDW32,OUT049,1167.28056
2090,NCU18,OUT027,3280.79608
2091,NCC43,OUT035,5297.83718
2092,FDW19,OUT013,1685.0732199999998
2093,FDN31,OUT035,2610.66838
2094,FDI48,OUT045,640.8990799999999
2095,FDS24,OUT017,1302.4379600000004
2096,FDF46,OUT049,2137.01826
2097,DRG23,OUT017,1941.9388599999997
2098,FDG14,OUT018,2820.86144
2099,NCY30,OUT049,3373.8749200000007
2100,FDO28,OUT018,2768.1966599999996
2101,DRD24,OUT035,1819.4316600000002
2102,FDI33,OUT049,1641.3967400000001
2103,FDN32,OUT046,2765.3337199999996
2104,FDR16,OUT045,4189.81282
2105,FDF26,OUT046,2028.6926000000003
2106,NCN29,OUT018,625.1862
2107,FDE20,OUT045,3099.6318999999994
2108,FDA46,OUT046,2927.5226000000007
2109,FDU28,OUT045,3530.8039799999997
2110,FDQ48,OUT045,1569.2905999999998
2111,FDV36,OUT013,3157.75624
2112,FDR14,OUT018,348.87919999999997
2113,FDP23,OUT017,3994.40052
2114,FDP56,OUT013,790.1714400000002
2115,FDK48,OUT010,153.33374
2116,FDR48,OUT046,1750.7210999999995
2117,NCY29,OUT049,801.4234600000001
2118,FDM22,OUT018,990.64382
2119,DRJ01,OUT013,2730.2460599999995
2120,FDZ43,OUT045,4874.52154
2121,FDV03,OUT035,3009.01652
